timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2025-12-08T00:50:42,GreenAI_MobileNetV2_sand,be2c6967-63cf-464e-a3a4-23c7b0297b76,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,101.47274539999489,7.776346977453632e-05,7.663483378517148e-07,42.5,2.0937640603692693,10.0,0.001080096521735959,5.35383761639998e-05,0.00025403208000000934,0.001387666977899968,0.0,France,FRA,île-de-france,,,Windows-11-10.0.26100-SP0,3.13.9,3.2.0,20,13th Gen Intel(R) Core(TM) i7-13700H,1,1 x NVIDIA GeForce RTX 4050 Laptop GPU,2.2574,48.8954,15.648651123046875,machine,N,1.0,0.0
