timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2025-12-05T17:59:54,GreenAI_Waste_mobilenetv2,6233d757-9d65-47d3-aa38-3427155f15b6,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,61.552931199999875,5.760397886119208e-05,9.35844609479657e-07,42.5,1.2122796117775867,10.0,0.0008133994875694902,2.3160574083999456e-05,0.00019136654055554474,0.0010279266022090343,0.0,France,FRA,île-de-france,,,Windows-11-10.0.26100-SP0,3.13.9,3.2.0,20,13th Gen Intel(R) Core(TM) i7-13700H,1,1 x NVIDIA GeForce RTX 4050 Laptop GPU,2.2574,48.8954,15.648651123046875,machine,N,1.0,0.0
