timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2025-12-07T14:00:05,ResNet18_sand_training,4e9a7960-75eb-4c58-8af9-c8f01e84a22e,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,78.73954780001077,6.021488992806565e-05,7.647350233837312e-07,42.5,3.526244090316002,10.0,0.0008390910527780963,3.8061697116000166e-05,0.00019736481694445602,0.0010745175668385525,0.0,France,FRA,île-de-france,,,Windows-11-10.0.26100-SP0,3.13.9,3.2.0,20,13th Gen Intel(R) Core(TM) i7-13700H,1,1 x NVIDIA GeForce RTX 4050 Laptop GPU,2.2574,48.8954,15.648651123046875,machine,N,1.0,0.0
