timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2025-12-05T18:03:24,GreenAI_Waste_resnet18,ed29971c-4fb8-4433-bbc0-5ceaf37faa8f,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,45.720340200001374,4.5663178247131654e-05,9.987497478667116e-07,42.5,1.230636902931793,10.0,0.0006445302036110687,1.868195938999973e-05,0.0001516342519444455,0.0008148464149455139,0.0,France,FRA,île-de-france,,,Windows-11-10.0.26100-SP0,3.13.9,3.2.0,20,13th Gen Intel(R) Core(TM) i7-13700H,1,1 x NVIDIA GeForce RTX 4050 Laptop GPU,2.2574,48.8954,15.648651123046875,machine,N,1.0,0.0
